 1950 2015
1971   -1.224  -1.518  -1.811  -1.896  -1.449  -1.485  -1.222  -1.234  -1.462  -1.421  -1.313  -1.011
1972   -0.594  -0.417  -0.253  -0.205   0.478   1.166   1.896   1.823   1.512   1.626   1.722   1.745
1973    1.704   1.473   0.841   0.481  -0.129  -0.815  -1.072   -1.37  -1.743  -1.692  -1.519   -1.87
1974   -1.942   -1.79  -1.765  -1.682  -1.073  -0.642  -0.723  -0.629  -0.617   -1.05  -1.255  -0.931
1975   -0.566  -0.613  -0.882  -0.969  -0.852  -1.145  -1.477  -1.731  -1.874      -2  -1.793  -1.757
1976   -1.625  -1.404  -1.255  -1.191  -0.477   0.343   0.617   0.668   1.024   0.947    0.48   0.552
1977    0.518   0.258   0.091   0.531   0.331   0.483   0.859   0.689   0.812   1.006   0.974   0.879
1978    0.779   0.904   0.955   0.181  -0.389  -0.568  -0.407  -0.193  -0.386  -0.023   0.197   0.399
1979    0.596   0.354  -0.011   0.289   0.384   0.389   0.355   0.644   0.769    0.64   0.737   1.016
1980    0.698   0.611   0.669   0.875   0.922   0.855   0.782   0.341   0.284   0.208   0.238   0.118
1981   -0.243  -0.153   0.443   0.638   0.125  -0.023  -0.033  -0.082   0.179   0.091  -0.051  -0.148
1982   -0.278  -0.138   0.086  -0.038   0.407   0.954   1.626   1.827   1.797   2.021   2.447   2.411
1983    2.687   2.903   3.038   2.873   2.561    2.18   1.738   1.137   0.439   0.003  -0.171  -0.172
1984   -0.338  -0.563   0.131    0.33   0.144  -0.107  -0.129  -0.185  -0.084   0.017  -0.348  -0.611
1985   -0.557  -0.605  -0.737  -0.483  -0.716   -0.09  -0.146  -0.398  -0.537  -0.139  -0.053  -0.289
1986   -0.302  -0.176   0.033  -0.166   0.322   0.316   0.389   0.811   1.157   0.994   0.867   1.181
1987    1.237   1.184   1.724   1.866   2.131   1.923   1.841   1.956    1.84   1.612   1.252   1.253
1988    1.093   0.661   0.456   0.308   0.103  -0.682  -1.164  -1.378  -1.574  -1.342  -1.463  -1.339
1989   -1.165  -1.323  -1.056   -0.84  -0.459  -0.256  -0.448  -0.494   -0.28  -0.312  -0.061   0.145
1990    0.234   0.524   0.916   0.397   0.614    0.43   0.093   0.126   0.376   0.247   0.378   0.339
1991    0.312    0.32   0.393   0.445   0.718    1.14   1.009    1.01   0.738    1.02   1.203   1.318
1992    1.749    1.87   1.992   2.271   2.141    1.74   0.953   0.536   0.508   0.672   0.603   0.642
1993    0.701   1.005   0.979    1.39   1.992   1.499   1.096   1.006   0.987    1.06   0.826   0.565
1994     0.34   0.194   0.159   0.426   0.531   0.764   0.835   0.742   0.886   1.434    1.28   1.184
1995    1.198   0.974   0.862   0.421   0.508   0.465   0.178  -0.198  -0.456  -0.478  -0.486  -0.553
1996    -0.64  -0.587  -0.264  -0.501   -0.14   0.022   -0.21  -0.399  -0.495  -0.381  -0.155  -0.337
1997   -0.485  -0.602  -0.254   0.497   1.121   2.314   2.764   3.004   3.005   2.363   2.527   2.326
1998    2.481   2.774   2.748   2.672   2.178   1.165   0.284  -0.417  -0.655  -0.844  -1.165   -1.01
1999   -1.151  -1.247  -1.068  -1.023  -0.664  -0.403  -0.469  -0.779  -0.997  -1.007  -1.072  -1.205
2000   -1.195  -1.252  -1.138  -0.521   0.188  -0.101  -0.187  -0.143  -0.243  -0.381   -0.75  -0.582
2001   -0.539  -0.725  -0.607  -0.145    0.22  -0.028   0.267   0.364  -0.124  -0.273  -0.176   0.005
2002   -0.049   -0.21  -0.201   0.342   0.801   0.882   0.613   0.928   0.813   0.955   1.063   1.114
2003    1.185   0.933    0.82   0.311    0.07   0.048   0.093   0.246   0.442   0.515   0.528   0.319
2004     0.31   0.333  -0.125   0.221   0.495   0.223   0.478   0.671   0.526   0.476   0.795   0.647
2005    0.302   0.804   1.018   0.562   0.782   0.504   0.492   0.319   0.262  -0.164    -0.4  -0.583
2006   -0.469  -0.463  -0.591  -0.686  -0.018   0.565   0.637    0.76   0.802   0.899   1.299   0.953
2007    0.972   0.505   0.074  -0.047   0.213    -0.3  -0.294  -0.448  -1.152  -1.133  -1.165  -1.164
2008   -1.009  -1.408  -1.635  -0.942  -0.348    0.14   0.011  -0.262  -0.631   -0.77  -0.605   -0.66
2009   -0.752  -0.728  -0.719  -0.157   0.375   0.934   0.949   0.957    0.77   1.025   1.066   1.013
2010    1.153   1.524   1.386   0.867   0.609  -0.388   -1.17  -1.808  -2.019  -1.943  -1.588  -1.574
2011   -1.677  -1.563  -1.562  -1.488  -0.281  -0.136  -0.076  -0.462  -0.753  -0.956  -0.965  -0.976
2012   -1.045  -0.711  -0.417   0.061    0.73   0.909   1.138   0.575   0.278   0.112   0.176   0.041
2013    0.041  -0.173  -0.171    0.01   0.108  -0.242  -0.436  -0.586  -0.175   0.102   -0.08    -0.3
2014   -0.312  -0.258  -0.017   0.152   0.932   0.878   0.816   0.858     0.5    0.36   0.712   0.578
2015    0.406   0.468    -999    -999    -999    -999    -999    -999    -999    -999    -999    -999
 -999
 MEI timeseries
 Info at http://www.esrl.noaa.gov/psd/data/climateindices/Link/
